Id,DistrictId,Rooms,Square,LifeSquare,KitchenSquare,Floor,HouseFloor,HouseYear,Ecology_1,Ecology_2,Ecology_3,Social_1,Social_2,Social_3,Healthcare_1,Helthcare_2,Shops_1,Shops_2
2071,101,2.0,48.57679567393848,29.437942850358485,5.0,5,5.0,1968,0.225824954,A,B,41,6558,7,1548.0,3,2,B
8509,138,2.0,79.47574604073868,42.96099293989322,13.0,7,16.0,2002,0.0,B,B,36,6714,2,2672.0,0,2,B
6754,13,1.0,45.60355481370773,19.08534843324784,10.0,11,22.0,1977,0.090799103,B,B,74,19083,2,1177.4606946983547,5,15,B
11822,47,3.0,66.0670865589087,39.34360568272871,8.0,7,12.0,1983,6.99893e-05,B,B,46,10309,1,240.0,1,16,B
13108,24,2.0,54.59057671317649,32.09688185614966,8.0,11,17.0,1990,0.111627393,B,B,50,12238,8,1970.0,2,3,B
1538,167,3.0,61.2160524814072,41.10635890898606,5.0,4,5.0,1961,0.050272014,B,B,21,4231,14,1020.0,0,3,B
2268,58,1.0,39.9789439530899,41.5485034677797,0.0,13,17.0,1977,0.43788524,B,B,23,5735,3,1084.0,0,5,B
9734,27,1.0,70.71696492104198,36.56198486780415,1.0,2,4.0,1977,0.07542368,B,B,11,3097,0,1177.4606946983547,0,0,B
4426,21,2.0,41.5240252679048,24.69959506803997,5.0,4,14.0,1969,0.034331497,B,B,25,5487,3,1177.4606946983547,0,4,B
3151,101,2.0,44.53157675512188,29.955691179008287,5.0,7,5.0,1970,0.225824954,A,B,41,6558,7,1548.0,3,2,B
14593,27,2.0,62.25699264533561,36.56198486780415,0.0,2,17.0,1977,0.011654127,B,B,4,915,0,1177.4606946983547,0,0,B
16193,3,2.0,46.907623090520495,27.88147859889289,5.0,8,12.0,1973,0.050900058,B,B,43,10621,1,30.0,2,3,B
82,28,2.0,39.33459632324968,27.18331718478504,6.0,12,12.0,1971,0.118537385,B,B,30,6207,1,1183.0,1,0,B
7394,148,3.0,79.67085654838417,48.503318502740136,6.0,18,33.0,2015,0.313924552,B,B,22,4625,11,3855.0,2,10,B
10932,6,2.0,65.97391704223209,61.52061452309081,10.0,5,17.0,2016,0.243204519,B,B,5,1564,0,540.0,0,0,B
6828,27,1.0,56.5897592860322,36.56198486780415,0.0,7,0.0,1977,0.07542368,B,B,11,3097,0,1177.4606946983547,0,0,B
16166,31,2.0,88.18601207698258,54.253581569612805,16.0,31,40.0,2012,0.151346216,B,A,32,5889,10,830.0,4,1,B
12062,63,3.0,59.4572038709089,39.46591414711535,5.0,7,5.0,1965,0.23861713,B,B,26,3889,6,705.0,3,6,B
15847,94,2.0,44.59909606452491,32.946091039284184,5.0,5,5.0,1966,0.521867054,B,B,25,6149,0,1177.4606946983547,0,0,B
2444,27,2.0,83.06079587516129,87.19113350190938,10.0,4,6.0,2014,0.07542368,B,B,11,3097,0,1177.4606946983547,0,0,B
10464,22,2.0,41.81740187372816,24.50311264467215,5.0,6,9.0,1972,0.118537385,B,B,30,6207,1,1183.0,1,0,B
3315,52,2.0,66.75054266953568,36.56198486780415,1.0,14,1.0,1977,0.371148999,B,B,34,7065,1,750.0,2,5,B
206,33,3.0,73.2664704156283,52.33469535126819,8.0,5,5.0,1955,0.051942062,B,B,17,4017,7,800.0,2,0,B
9637,27,2.0,76.22842921136498,36.56198486780415,1.0,7,15.0,1977,0.072157581,B,B,2,629,1,1177.4606946983547,0,0,A
10994,62,3.0,89.50345887760139,90.63453770453094,1.0,5,12.0,1977,0.072157581,B,B,2,629,1,1177.4606946983547,0,0,A
9513,26,1.0,39.230346913798826,20.93877136890088,7.0,9,17.0,2000,0.0,B,B,36,6714,2,2672.0,0,2,B
7791,27,1.0,44.8825434362783,36.56198486780415,0.0,18,0.0,1977,0.211401214,B,B,9,1892,0,1177.4606946983547,0,1,B
1481,23,1.0,31.167933345181524,30.527056422874946,0.0,11,9.0,2015,0.034656082,B,B,0,168,0,1177.4606946983547,0,0,B
655,23,1.0,43.01731875778312,21.77637071863657,10.0,13,25.0,2013,0.075778755,B,B,6,1437,3,1177.4606946983547,0,2,B
3262,37,3.0,61.16162599299228,46.84941605912189,6.0,5,9.0,1974,0.127811589,B,B,28,7287,5,320.0,1,3,B
2756,119,1.0,42.78728901432349,21.071057961100163,10.0,15,23.0,2006,0.333891544,B,B,30,6564,1,1177.4606946983547,0,0,B
11229,9,2.0,52.11544851572794,34.813364647107875,8.0,2,14.0,1996,0.161531741,B,B,25,5648,1,30.0,2,4,B
2588,64,3.0,68.49285947922705,44.899092948729,7.0,4,12.0,1973,0.135649789,B,B,46,7960,6,350.0,3,11,B
15834,1,3.0,68.25377388584388,44.18144257158742,6.0,11,12.0,1983,0.059456227,B,B,1,362,0,1177.4606946983547,0,0,B
5645,3,2.0,51.30904065998019,30.60199742733741,8.0,4,17.0,1999,0.050900058,B,B,43,10621,1,30.0,2,3,B
9084,84,1.0,35.20997935317285,23.12531813372808,9.0,11,16.0,1986,0.149666373,B,B,22,4789,2,4087.0,4,1,B
7424,47,1.0,32.025321273238475,19.0344068629952,4.0,9,9.0,1967,0.458174486,B,A,26,4439,1,1130.0,1,5,B
14557,148,2.0,61.91799412891511,36.56198486780415,10.0,10,17.0,1977,0.313924552,B,B,22,4625,11,3855.0,2,10,B
11475,27,1.0,53.26356107174951,36.56198486780415,0.0,9,0.0,1977,0.072157581,B,B,2,629,1,1177.4606946983547,0,0,A
5902,55,1.0,39.662177596058,14.512235501052508,10.0,11,12.0,1996,0.041365446,B,B,31,5569,0,1177.4606946983547,1,4,B
12270,112,2.0,56.72848452592744,29.0705587108176,9.0,18,18.0,2009,0.069660344,B,B,31,6119,4,1177.4606946983547,1,2,B
13489,8,2.0,55.994646279670846,30.43115579386288,10.0,3,20.0,2008,0.458174486,B,A,26,4439,1,1130.0,1,5,B
13799,27,3.0,81.5221905305015,41.77589818802783,1.0,5,1.0,2016,0.017647053,B,B,2,469,0,1177.4606946983547,0,0,B
12630,8,1.0,38.37754476303978,20.29581713561241,9.0,2,14.0,1974,0.458174486,B,A,26,4439,1,1130.0,1,5,B
5241,46,3.0,67.52883809870292,48.13048682600203,5.0,7,9.0,1968,0.0,B,B,47,11319,0,1145.0,3,5,B
15077,134,2.0,61.66440554905768,36.56198486780415,1.0,8,1.0,2016,0.212515361,B,B,19,3293,16,628.0,3,7,B
12528,21,1.0,36.95716462088589,21.68070204317732,6.0,5,6.0,1962,0.034331497,B,B,25,5487,3,1177.4606946983547,0,4,B
5868,30,2.0,69.4834656139402,36.56198486780415,1.0,2,1.0,1977,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B
13079,79,1.0,35.09191485157909,23.64524386597413,9.0,5,12.0,1968,0.307466659,B,A,30,5048,9,325.0,2,5,B
13281,34,1.0,39.80170634886904,23.2626268353767,8.0,15,14.0,1995,0.069753361,B,B,53,13670,4,1177.4606946983547,1,11,B
4216,37,1.0,37.18076587542821,22.41201669227402,7.0,16,17.0,2003,0.178916796,B,B,18,3594,4,192.0,1,5,B
10743,13,4.0,101.005166029099,100.50154657321222,10.0,6,17.0,2000,0.090799103,B,B,74,19083,2,1177.4606946983547,5,15,B
15983,6,1.0,43.68624611673644,36.56198486780415,0.0,16,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
10823,6,1.0,43.23284427483485,36.56198486780415,0.0,9,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
3653,29,1.0,39.5781565889018,37.39354022951135,5.0,10,9.0,1974,0.040242764,B,B,25,3478,11,2729.0,3,1,B
68,42,2.0,67.07601253142803,32.00953479501489,11.0,16,24.0,2007,0.158249043,B,B,21,5731,0,1177.4606946983547,1,0,B
1380,53,1.0,38.00762421672708,19.42118259536973,9.0,10,12.0,1971,0.049637257,B,B,34,7759,0,229.0,1,3,B
7781,92,1.0,37.91472329839142,20.59454126952537,7.0,11,17.0,2014,0.460556389,B,B,20,4386,14,1177.4606946983547,1,5,B
5611,27,1.0,45.65114152664383,43.722786992823,12.0,6,12.0,1977,0.072157581,B,B,2,629,1,1177.4606946983547,0,0,A
12937,62,2.0,55.43366579612309,57.45252122302357,14.0,11,12.0,2014,0.072157581,B,B,2,629,1,1177.4606946983547,0,0,A
10223,74,1.0,56.72658939435873,56.14668220711413,1.0,9,1.0,2015,0.075778755,B,B,6,1437,3,1177.4606946983547,0,2,B
8530,95,2.0,42.734866206487176,29.21856790479269,5.0,5,5.0,1963,0.0,B,B,7,1660,39,1786.0,1,5,B
12114,75,2.0,48.97394533059013,45.54140849477273,6.0,4,9.0,1967,0.122090347,B,B,29,6566,7,1894.0,4,0,B
9835,1,2.0,55.56315297754519,36.56198486780415,1.0,8,17.0,1977,0.007122317,B,B,1,264,0,1177.4606946983547,0,1,B
9361,96,3.0,79.23918092270458,50.06269872212529,10.0,11,22.0,1997,0.041116354,B,B,53,14892,4,1177.4606946983547,1,4,B
14712,12,3.0,81.59660202522781,83.25931199428177,1.0,9,17.0,2014,0.090799103,B,B,74,19083,2,1177.4606946983547,5,15,B
3818,31,3.0,59.58720151423554,40.477183928397714,5.0,4,5.0,1963,0.151346216,B,A,32,5889,10,830.0,4,1,B
11683,67,2.0,56.54042603853461,30.30046506265157,8.0,4,12.0,1976,0.100455735,B,B,43,7227,0,1177.4606946983547,1,6,A
15197,57,1.0,43.372893505032046,19.42277481778803,10.0,3,10.0,2003,0.133215333,B,B,49,11395,3,1406.0,3,4,A
9155,204,3.0,88.55933680292391,62.854221057812,8.0,8,7.0,1918,0.037316452,B,B,32,6748,93,562.0,4,10,B
4637,0,4.0,107.16134850197004,67.03513277994328,10.0,10,22.0,2007,0.319809354,B,B,25,4756,16,2857.0,5,8,B
14926,23,2.0,64.9370542179923,36.56198486780415,1.0,8,17.0,1977,0.075778755,B,B,6,1437,3,1177.4606946983547,0,2,B
7644,1,3.0,84.25846795624682,48.276506308340686,10.0,7,22.0,2010,0.025609157,B,B,33,5261,0,240.0,3,1,B
8580,46,1.0,39.223011700685824,19.18230756728512,10.0,11,12.0,1974,0.0,B,B,47,11319,0,1145.0,3,5,B
6718,100,2.0,35.19102380690393,26.850188502496163,5.0,1,8.0,1961,0.049863387,B,B,18,3746,9,75.0,3,1,B
1871,1,1.0,48.61324993667937,36.56198486780415,1.0,13,16.0,2015,0.007122317,B,B,1,264,0,1177.4606946983547,0,1,B
13,11,1.0,45.65302774441893,19.364069918891698,12.0,13,12.0,1974,0.038692987,B,B,28,6533,1,1015.0,2,5,B
13954,23,3.0,105.03895182185217,36.56198486780415,1.0,5,25.0,1977,0.075778755,B,B,6,1437,3,1177.4606946983547,0,2,B
3289,62,1.0,35.1205247791906,36.56198486780415,0.0,26,0.0,1977,0.072157581,B,B,2,629,1,1177.4606946983547,0,0,A
8533,27,1.0,42.76952139483762,42.72103866514149,10.0,8,20.0,2017,0.011654127,B,B,4,915,0,1177.4606946983547,0,0,B
264,30,3.0,79.92059187187422,36.56198486780415,1.0,13,17.0,1977,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B
6251,18,1.0,43.74482957400734,21.2705234941218,8.0,4,14.0,1988,0.0,B,B,30,5562,0,1177.4606946983547,0,5,A
3077,27,1.0,37.53558298559148,36.56198486780415,1.0,2,19.0,2014,0.211401214,B,B,9,1892,0,1177.4606946983547,0,1,B
8076,11,2.0,45.27056408948793,32.07378957729816,5.0,10,9.0,1974,0.0001696759999999,B,B,36,5992,0,1177.4606946983547,1,1,B
821,46,2.0,47.57343923240528,30.57739952226616,6.0,9,9.0,1971,0.0,B,B,47,11319,0,1145.0,3,5,B
13666,6,1.0,39.357527431807725,41.89517518039839,1.0,8,17.0,2015,0.243204519,B,B,5,1564,0,540.0,0,0,B
1778,105,2.0,38.87296589265351,25.509412247393627,5.0,9,9.0,1968,0.069660344,B,B,31,6119,4,1177.4606946983547,1,2,B
7076,27,2.0,76.73464350633769,36.56198486780415,1.0,3,1.0,1977,0.072157581,B,B,2,629,1,1177.4606946983547,0,0,A
11933,14,3.0,58.82557207619247,42.16185198595446,5.0,8,9.0,1975,0.042031587,B,B,37,6856,84,1940.0,2,5,B
109,38,2.0,77.57091626146448,39.78748087730664,1.0,27,26.0,2017,0.060753049,B,B,15,2787,2,520.0,0,7,B
14510,30,2.0,58.93937457846889,56.46571895127956,1.0,3,2.0,1977,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B
9157,58,3.0,94.87627719930524,36.56198486780415,0.0,5,3.0,1977,0.43788524,B,B,23,5735,3,1084.0,0,5,B
14572,6,3.0,82.78539543057235,36.56198486780415,0.0,5,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
9165,21,2.0,46.07068595915921,33.75146096605414,5.0,10,9.0,1967,0.194489265,B,B,47,8004,3,125.0,3,5,B
14794,9,2.0,48.23573085439865,30.228384997745856,5.0,3,12.0,1970,0.31019913,B,B,11,2748,1,1177.4606946983547,0,0,B
10891,48,2.0,57.142198962269525,31.58441320550512,8.0,6,12.0,1981,0.041124634,B,B,46,9515,5,1177.4606946983547,1,10,B
13935,141,1.0,36.7489653140182,20.626001391687662,6.0,4,5.0,1967,0.0006991189999999,B,B,14,3369,24,4129.0,0,3,B
5746,62,1.0,44.02135555960434,36.56198486780415,0.0,13,0.0,1977,0.072157581,B,B,2,629,1,1177.4606946983547,0,0,A
7391,9,2.0,58.29963611504072,31.49205101443953,9.0,7,14.0,2008,0.31019913,B,B,11,2748,1,1177.4606946983547,0,0,B
12735,99,2.0,54.48433771439975,52.49794185753584,9.0,3,12.0,1976,0.033493708,B,B,66,10573,1,1322.0,3,8,B
13013,78,1.0,40.11558620314575,22.172470685671936,9.0,14,17.0,2013,0.092290642,B,B,21,4346,2,165.0,1,2,B
5135,30,1.0,43.144340569177466,18.295503331696487,1.0,12,22.0,2016,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B
2558,1,1.0,37.44635965807901,36.56198486780415,1.0,9,17.0,1977,0.007122317,B,B,1,264,0,1177.4606946983547,0,1,B
6967,55,4.0,69.45455575350437,48.63075818741613,5.0,5,9.0,1973,0.012338886,B,B,35,5776,1,2078.0,2,4,B
14567,85,3.0,81.70188328838806,36.56198486780415,1.0,4,1.0,1977,0.072157581,B,B,2,629,1,1177.4606946983547,0,0,A
4795,82,1.0,39.31899629627416,22.384626936360966,9.0,11,12.0,1971,0.037316452,B,B,32,6748,93,562.0,4,10,B
4359,34,2.0,60.009485074710426,36.56198486780415,1.0,21,1.0,1977,0.069753361,B,B,53,13670,4,1177.4606946983547,1,11,B
16380,45,3.0,58.26614402254408,39.92691870888048,6.0,6,5.0,1961,0.014423114,B,B,19,3806,4,1177.4606946983547,0,3,B
13893,145,1.0,40.09348712283876,23.972398265932785,8.0,13,17.0,1986,0.0,B,B,30,5562,0,1177.4606946983547,0,5,A
2984,1,1.0,40.813644234691175,36.56198486780415,1.0,13,17.0,1977,0.007122317,B,B,1,264,0,1177.4606946983547,0,1,B
11393,27,2.0,57.635228337567256,31.439755542164672,10.0,13,16.0,2005,0.07542368,B,B,11,3097,0,1177.4606946983547,0,0,B
12773,56,3.0,77.11700468014372,48.68733710538989,10.0,4,17.0,1988,0.0,B,B,23,5067,4,1177.4606946983547,2,6,B
9977,27,3.0,81.62027632808538,1.4018287229981836,0.0,16,22.0,1977,0.211401214,B,B,9,1892,0,1177.4606946983547,0,1,B
6050,67,3.0,69.19386111623265,44.891811254484246,6.0,3,12.0,1978,0.0077202819999999,B,B,38,4788,2,1177.4606946983547,0,4,B
2675,126,2.0,65.27590375613042,35.75661551651639,12.0,17,17.0,2004,0.486245621,B,B,13,2514,19,1177.4606946983547,0,6,B
9324,128,3.0,62.75176455391608,47.74583998219315,6.0,11,9.0,1972,0.0,B,B,27,4798,0,30.0,2,8,B
2569,6,1.0,40.69563140466281,36.56198486780415,0.0,17,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
947,74,2.0,66.79384142526611,36.75044300718617,12.0,10,23.0,2008,0.371148999,B,B,34,7065,1,750.0,2,5,B
7460,9,3.0,111.9562516385795,66.85984479977724,15.0,8,14.0,1997,0.136244425,B,B,11,2370,0,1177.4606946983547,0,1,B
16319,46,2.0,43.03206575205556,25.177862103620548,6.0,13,12.0,1969,0.0,B,B,47,11319,0,1145.0,3,5,B
13262,106,3.0,91.1818752729304,60.176106731140365,9.0,7,9.0,1954,0.313924552,B,B,22,4625,11,3855.0,2,10,B
3859,173,3.0,77.04126152952712,55.99666593560924,7.0,6,5.0,1932,0.081943463,B,B,20,2738,20,1177.4606946983547,1,4,B
9154,101,2.0,48.21446760911349,33.03002877441823,5.0,3,5.0,1965,0.225824954,A,B,41,6558,7,1548.0,3,2,B
8689,45,2.0,63.57236157097014,61.06865608163906,1.0,13,12.0,2017,0.195781053,B,B,23,5212,6,1177.4606946983547,3,2,B
6825,129,2.0,59.74679686871711,35.330093899556005,7.0,4,7.0,1940,0.020741326,B,B,24,5613,5,1340.0,2,5,B
2974,23,2.0,65.15408223279458,36.56198486780415,1.0,6,17.0,1977,0.075778755,B,B,6,1437,3,1177.4606946983547,0,2,B
11155,150,2.0,43.569924463619735,30.140515383990504,5.0,4,5.0,1965,0.08761909,B,B,8,1497,5,1177.4606946983547,1,0,B
7664,6,2.0,61.38585485200062,61.57963442092511,1.0,11,17.0,2016,0.243204519,B,B,5,1564,0,540.0,0,0,B
187,29,2.0,45.84490972289191,32.040112505153914,5.0,12,12.0,1968,0.069660344,B,B,31,6119,4,1177.4606946983547,1,2,B
15101,1,3.0,84.90103700601648,36.56198486780415,0.0,13,17.0,1977,0.007122317,B,B,1,264,0,1177.4606946983547,0,1,B
146,1,3.0,87.81332195236082,88.94655466443344,1.0,5,22.0,1977,0.007122317,B,B,1,264,0,1177.4606946983547,0,1,B
3434,19,2.0,57.2649564248274,35.82746332039963,8.0,3,5.0,1960,0.309479124,B,B,35,7715,4,990.0,0,6,B
5032,30,1.0,50.738045404446055,36.56198486780415,0.0,5,0.0,1977,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B
3396,102,1.0,35.143063507585005,22.96297346854796,5.0,1,5.0,1961,0.23861713,B,B,26,3889,6,705.0,3,6,B
14233,6,1.0,38.40340586889232,36.56198486780415,0.0,14,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
3010,25,2.0,62.07222835951462,2.618971469491936,1.0,4,1.0,1977,0.069753361,B,B,53,13670,4,1177.4606946983547,1,11,B
6396,6,3.0,80.74638250523624,36.56198486780415,1.0,12,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
14935,30,1.0,49.38730567178187,36.56198486780415,1.0,14,17.0,1977,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B
5461,155,4.0,86.9559525934521,63.159807766887255,6.0,4,6.0,1938,0.042307271,B,B,17,2810,9,4849.0,3,6,B
13197,99,2.0,61.07390193046778,44.76664742862428,6.0,4,10.0,1970,0.033493708,B,B,66,10573,1,1322.0,3,8,B
446,113,2.0,48.87462410861485,28.3513856321213,5.0,7,5.0,1966,0.060753049,B,B,15,2787,2,520.0,0,7,B
12406,3,1.0,35.962335240565274,21.69321265923093,7.0,8,12.0,1975,0.050900058,B,B,43,10621,1,30.0,2,3,B
2431,31,3.0,59.26165171403849,46.071290037491366,5.0,3,9.0,1973,0.151346216,B,A,32,5889,10,830.0,4,1,B
5894,53,1.0,40.40398925345367,36.56198486780415,1.0,21,22.0,1977,0.049637257,B,B,34,7759,0,229.0,1,3,B
6126,156,3.0,67.30421976025012,44.1055567075321,9.0,9,12.0,1967,0.486245621,B,B,13,2514,19,1177.4606946983547,0,6,B
227,2,1.0,35.40036771608469,22.38735060270397,5.0,6,9.0,1969,0.130617806,B,B,39,10418,9,900.0,1,9,B
11733,39,3.0,75.51646591244769,46.54491142166501,8.0,20,21.0,1993,0.428825818,B,B,25,5011,8,730.0,0,2,B
3848,23,3.0,49.64602982741851,33.89382537068284,6.0,2,2.0,1965,0.014072961,B,B,2,475,0,1177.4606946983547,0,0,B
6561,9,1.0,40.34792614888365,19.86336203694156,9.0,8,16.0,1998,0.161531741,B,B,25,5648,1,30.0,2,4,B
7654,24,2.0,40.89253582228694,24.099321709912758,6.0,10,12.0,1973,0.111627393,B,B,50,12238,8,1970.0,2,3,B
3343,58,0.0,116.82420052739992,113.6924238158362,0.0,3,3.0,1977,0.43788524,B,B,23,5735,3,1084.0,0,5,B
16105,52,2.0,62.41726035878733,63.68905939621461,12.0,4,17.0,1977,0.371148999,B,B,34,7065,1,750.0,2,5,B
9329,21,2.0,39.33076875148126,26.34417028408808,7.0,8,9.0,1963,0.034331497,B,B,25,5487,3,1177.4606946983547,0,4,B
4302,23,2.0,59.28841480323838,36.56198486780415,1.0,4,17.0,1977,0.075778755,B,B,6,1437,3,1177.4606946983547,0,2,B
12131,173,3.0,87.68829804565483,58.43903983554578,11.0,2,6.0,1937,0.081943463,B,B,20,2738,20,1177.4606946983547,1,4,B
13059,27,3.0,84.02537876290656,36.56198486780415,15.0,4,17.0,1977,0.072157581,B,B,2,629,1,1177.4606946983547,0,0,A
13618,23,2.0,53.1267397766088,36.56198486780415,1.0,3,3.0,1977,0.005767451,B,B,1,388,0,1177.4606946983547,0,0,B
3191,91,3.0,66.35462195018826,48.75905593327922,9.0,8,12.0,1976,0.333891544,B,B,30,6564,1,1177.4606946983547,0,0,B
2322,84,1.0,34.57883772181403,18.139375892076853,6.0,3,5.0,1963,0.149666373,B,B,22,4789,2,4087.0,4,1,B
7930,81,1.0,40.43689372741316,21.50679625676892,9.0,6,14.0,1973,0.006076152,B,B,30,5285,0,645.0,6,6,B
3806,1,1.0,47.36316137800014,48.559309155616816,1.0,12,24.0,1977,0.007122317,B,B,1,264,0,1177.4606946983547,0,1,B
11686,13,2.0,62.74593924762932,37.56275410689651,10.0,8,16.0,1981,0.090799103,B,B,74,19083,2,1177.4606946983547,5,15,B
1761,21,1.0,34.46598080533552,20.7475869872418,5.0,5,5.0,1962,0.034331497,B,B,25,5487,3,1177.4606946983547,0,4,B
591,27,3.0,49.54382619861568,36.56198486780415,0.0,20,25.0,1977,0.072157581,B,B,2,629,1,1177.4606946983547,0,0,A
15471,3,1.0,35.87615246760468,18.853164511623504,6.0,8,9.0,1974,0.050900058,B,B,43,10621,1,30.0,2,3,B
11844,38,1.0,47.00201199705968,47.93881657835622,1.0,11,22.0,2017,0.060753049,B,B,15,2787,2,520.0,0,7,B
3336,77,2.0,56.34154619421152,36.42476001061112,9.0,6,16.0,1978,0.298204575,B,B,16,4048,3,1177.4606946983547,1,3,B
8950,85,3.0,79.98439046380373,45.984351456280365,10.0,2,22.0,1987,0.037177818,B,B,52,11217,1,2300.0,1,7,B
3009,9,1.0,44.79205767296403,36.56198486780415,0.0,2,2.0,1977,0.161531741,B,B,25,5648,1,30.0,2,4,B
16551,29,2.0,42.6950943039484,22.75673395068146,7.0,8,9.0,1968,0.069660344,B,B,31,6119,4,1177.4606946983547,1,2,B
5360,60,1.0,32.50083548885619,21.12363367312566,5.0,10,9.0,1987,0.341071945,B,B,27,5664,48,2300.0,3,11,B
15417,72,2.0,43.40543495209346,25.13024184244349,6.0,6,12.0,1967,0.210473241,B,B,11,2398,2,1994.0,3,0,B
3830,30,1.0,38.157393617587424,39.35737674430319,1.0,5,1.0,2018,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B
7461,25,3.0,76.7904083005956,48.05274329645112,10.0,18,17.0,1995,0.069753361,B,B,53,13670,4,1177.4606946983547,1,11,B
11371,30,1.0,37.86295552779981,36.56198486780415,1.0,8,17.0,1977,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B
16140,27,1.0,38.25155748222115,36.56198486780415,1.0,16,17.0,1977,0.011654127,B,B,4,915,0,1177.4606946983547,0,0,B
4221,166,2.0,68.5185614600764,45.37374689265626,9.0,5,7.0,1953,0.174739084,B,B,17,3379,9,100.0,0,3,B
1421,164,1.0,34.961943018409784,21.209560286798943,5.0,2,5.0,1965,0.486245621,B,B,13,2514,19,1177.4606946983547,0,6,B
2526,28,1.0,44.97697542948097,23.877165513034463,8.0,4,14.0,1990,0.118537385,B,B,30,6207,1,1183.0,1,0,B
12314,94,2.0,54.09273372395033,34.303708192505695,8.0,4,16.0,1980,0.282797669,B,B,33,8667,2,1177.4606946983547,0,6,B
751,98,4.0,109.43579548944528,69.20268120843551,11.0,12,24.0,2000,0.089039719,B,B,33,7976,5,1177.4606946983547,0,11,B
5214,27,1.0,37.55519665650439,36.56198486780415,1.0,5,1.0,1977,0.211401214,B,B,9,1892,0,1177.4606946983547,0,1,B
12445,68,2.0,55.56344397485308,34.530216364657555,9.0,3,8.0,1962,0.081943463,B,B,20,2738,20,1177.4606946983547,1,4,B
4375,28,3.0,87.41187424025325,51.49863045610489,11.0,8,23.0,2008,0.333891544,B,B,30,6564,1,1177.4606946983547,0,0,B
11099,1,1.0,36.007752888595746,35.4243199437779,9.0,5,17.0,2010,0.025609157,B,B,33,5261,0,240.0,3,1,B
6554,9,2.0,55.21386558883477,33.78745427959856,11.0,9,10.0,2003,0.31019913,B,B,11,2748,1,1177.4606946983547,0,0,B
8334,34,2.0,56.9462628298939,32.07274432770187,9.0,9,17.0,2000,0.069753361,B,B,53,13670,4,1177.4606946983547,1,11,B
15237,115,1.0,31.60521020875582,18.247346625369048,5.0,3,5.0,1962,1.8e-09,B,B,16,3681,73,1815.0,2,5,B
1151,8,1.0,39.18209489085093,23.06441972380837,8.0,3,17.0,1994,0.219006007,B,B,28,6746,3,1177.4606946983547,1,4,B
1359,6,2.0,60.072328057408654,36.56198486780415,15.0,20,25.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
8432,52,2.0,65.43531192048978,66.84014043162317,1.0,13,17.0,1977,0.371148999,B,B,34,7065,1,750.0,2,5,B
2882,170,2.0,49.54985495264384,30.55279559526602,7.0,9,8.0,1961,0.21843974,B,B,21,4472,6,1450.0,4,7,A
1802,27,1.0,47.22217794068264,22.57790639540169,8.0,7,10.0,2009,0.041116354,B,B,53,14892,4,1177.4606946983547,1,4,B
2376,42,2.0,67.72413470103203,34.545854379992235,11.0,9,24.0,2010,0.158249043,B,B,21,5731,0,1177.4606946983547,1,0,B
3701,22,2.0,38.79112453925109,25.262406722539748,7.0,5,9.0,1966,0.000995363,B,B,42,7651,1,1177.4606946983547,1,5,B
15205,87,3.0,76.61200497268392,49.79287545793397,10.0,10,17.0,1989,0.100455735,B,B,43,7227,0,1177.4606946983547,1,6,A
763,1,2.0,74.0204131610194,36.56198486780415,1.0,5,17.0,1977,0.007122317,B,B,1,264,0,1177.4606946983547,0,1,B
16217,206,4.0,76.42842557338702,50.34490342876356,11.0,7,6.0,1912,0.042031587,B,B,37,6856,84,1940.0,2,5,B
1658,78,1.0,32.37262587105627,22.618148825210728,6.0,6,12.0,1970,0.092290642,B,B,21,4346,2,165.0,1,2,B
8461,163,2.0,48.04441203175735,31.767807561062853,5.0,2,5.0,1961,0.007658515,B,B,35,7077,56,2301.0,3,19,B
162,8,1.0,40.109638589309306,18.660004137151176,9.0,14,15.0,1977,0.092290642,B,B,21,4346,2,165.0,1,2,B
13804,103,3.0,60.00717668229641,44.698299591186206,5.0,4,10.0,1971,0.014423114,B,B,19,3806,4,1177.4606946983547,0,3,B
16080,48,2.0,48.07502713980104,33.95137720284376,6.0,11,12.0,1980,0.041124634,B,B,46,9515,5,1177.4606946983547,1,10,B
9076,60,3.0,61.40046418293478,38.59181330266875,8.0,5,5.0,1910,0.341071945,B,B,27,5664,48,2300.0,3,11,B
7271,48,2.0,63.62405215546094,36.56198486780415,1.0,12,1.0,2016,0.041124634,B,B,46,9515,5,1177.4606946983547,1,10,B
